timestamp,cpu_usage,memory_usage,process_name,pid,process_cpu,process_memory
1740415527,14.9,58.9,System Idle Process,0,706.0,4.836995664600786e-05
1740415527,14.9,58.9,System,4,10.5,0.009673991329201572
1740415527,14.9,58.9,python.exe,3116,7.5,0.39382818701179595
1740415527,14.9,58.9,chrome.exe,5892,1.2,1.2447282793500432
1740415527,14.9,58.9,chrome.exe,7088,5.2,0.15222025356498675
1740415527,14.9,58.9,chrome.exe,9064,9.2,1.9521872652545542
1740415527,14.9,58.9,OneDrive.exe,10712,1.2,0.8823889341147982
1740415527,14.9,58.9,audiodg.exe,12604,2.5,0.12566514736632842
1740415527,14.9,58.9,chrome.exe,13152,2.5,0.33341411116093217
1740415527,14.9,58.9,chrome.exe,14728,40.8,4.936033150833487
1740415533,12.1,58.8,System Idle Process,0,716.4,4.836995664600786e-05
1740415533,12.1,58.8,System,4,7.2,0.009673991329201572
1740415533,12.1,58.8,services.exe,520,1.5,0.13190487177366342
1740415533,12.1,58.8,python.exe,3116,4.2,0.39496488099297716
1740415533,12.1,58.8,chrome.exe,7088,7.0,0.15222025356498675
1740415533,12.1,58.8,chrome.exe,9064,7.5,1.9450768816275912
1740415533,12.1,58.8,OneDrive.exe,10712,2.0,0.8823889341147982
1740415533,12.1,58.8,audiodg.exe,12604,2.0,0.12566514736632842
1740415533,12.1,58.8,chrome.exe,13152,2.0,0.332301602158074
1740415533,12.1,58.8,Code.exe,14556,1.2,1.5033624375362473
1740415533,12.1,58.8,chrome.exe,14728,34.2,4.948246564886604
1740415540,13.8,58.8,System Idle Process,0,705.6,4.836995664600786e-05
1740415540,13.8,58.8,System,4,12.4,0.009673991329201572
1740415540,13.8,58.8,python.exe,3116,4.2,0.39506162090626923
1740415540,13.8,58.8,grafana.exe,6192,1.2,0.6824033483618789
1740415540,13.8,58.8,chrome.exe,7088,7.5,0.15222025356498675
1740415540,13.8,58.8,chrome.exe,9064,10.7,1.9500589871621299
1740415540,13.8,58.8,explorer.exe,9872,1.2,2.1641686002556835
1740415540,13.8,58.8,OneDrive.exe,10712,1.7,0.8823889341147982
1740415540,13.8,58.8,audiodg.exe,12604,2.7,0.12566514736632842
1740415540,13.8,58.8,chrome.exe,13152,2.0,0.3330755214644101
1740415540,13.8,58.8,chrome.exe,14728,34.7,4.965176049712706
1740415546,12.1,58.8,System Idle Process,0,713.1,4.836995664600786e-05
1740415546,12.1,58.8,System,4,8.7,0.009673991329201572
1740415546,12.1,58.8,python.exe,3116,4.5,0.39506162090626923
1740415546,12.1,58.8,chrome.exe,5892,1.0,1.24397854502203
1740415546,12.1,58.8,chrome.exe,7088,6.0,0.15224443854330974
1740415546,12.1,58.8,chrome.exe,9064,5.2,1.951074756251696
1740415546,12.1,58.8,OneDrive.exe,10712,1.7,0.8829210036379045
1740415546,12.1,58.8,audiodg.exe,12604,4.2,0.12566514736632842
1740415546,12.1,58.8,chrome.exe,13152,2.7,0.33234997211472
1740415546,12.1,58.8,chrome.exe,14728,40.8,4.981186505362535
1740415730,8.7,59.5,System Idle Process,0,716.3,4.836995664600786e-05
1740415730,8.7,59.5,System,4,6.7,0.00972236128584758
1740415730,8.7,59.5,chrome.exe,7088,6.2,0.15217188360834072
1740415730,8.7,59.5,OneDrive.exe,10712,2.0,0.8834047032043645
1740415730,8.7,59.5,audiodg.exe,12604,6.7,0.1260762919978195
1740415730,8.7,59.5,python.exe,13080,4.2,0.39440862649154806
1740415730,8.7,59.5,chrome.exe,13152,2.2,0.332398342071366
1740415730,8.7,59.5,chrome.exe,14728,37.8,5.3378181957135515
1740415730,8.7,59.5,windows_exporter-0.30.2-amd64.exe,15340,1.2,0.20806336851280283
1740458158,2.9,47.4,System Idle Process,0,749.1,4.836995664600786e-05
1740458158,2.9,47.4,System,4,3.1,0.010423725657214694
1740458158,2.9,47.4,MsMpEng.exe,1008,1.2,1.9607245626025744
1740458158,2.9,47.4,Code.exe,3352,6.2,1.2141100967931202
1740458158,2.9,47.4,Code.exe,4220,9.4,1.3827519506394266
1740458158,2.9,47.4,mysqld.exe,6812,1.0,0.19135154849160707
1740458158,2.9,47.4,dwm.exe,8428,7.6,1.1353638073734196
1740458158,2.9,47.4,Code.exe,10148,1.7,0.7893976924628482
1740458158,2.9,47.4,Code.exe,11084,2.2,0.5629779254028855
1740458158,2.9,47.4,Code.exe,13332,1.7,0.634468721325685
1740458158,2.9,47.4,python.exe,14816,5.2,0.3949890659713001
1740458158,2.9,47.4,Code.exe,15496,3.9,0.658049075190614
1740458164,1.9,47.0,System Idle Process,0,758.5,4.836995664600786e-05
1740458164,1.9,47.0,System,4,1.5,0.010423725657214694
1740458164,1.9,47.0,services.exe,520,3.0,0.09964211069077619
1740458164,1.9,47.0,svchost.exe,1392,1.0,0.053182767332285635
1740458164,1.9,47.0,svchost.exe,2188,1.7,0.12252110018433791
1740458164,1.9,47.0,Code.exe,4220,1.2,1.3834291300324708
1740458164,1.9,47.0,Code.exe,5720,2.0,0.6294866157911463
1740458164,1.9,47.0,dwm.exe,8428,7.7,1.1353638073734196
1740458164,1.9,47.0,python.exe,14816,4.5,0.3961015749741583
1740458164,1.9,47.0,Code.exe,15544,7.7,2.4723335940473996
1740458164,1.9,47.0,windows_exporter-0.30.2-amd64.exe,16012,2.7,0.20559650072385643
1740458171,4.0,47.0,System Idle Process,0,768.8,4.836995664600786e-05
1740458171,4.0,47.0,System,4,3.5,0.010447910635537698
1740458171,4.0,47.0,svchost.exe,2128,2.0,0.10450329133369998
1740458171,4.0,47.0,svchost.exe,2188,1.0,0.1225452851626609
1740458171,4.0,47.0,ShellHost.exe,3228,1.5,1.0304010014515823
1740458171,4.0,47.0,grafana.exe,6192,1.2,0.6079136151270268
1740458171,4.0,47.0,dwm.exe,8428,9.4,1.1354363623083885
1740458171,4.0,47.0,python.exe,14816,5.0,0.39614994493080435
1740458177,7.8,46.9,System Idle Process,0,773.4,4.836995664600786e-05
1740458177,7.8,46.9,System,4,2.7,0.010447910635537698
1740458177,7.8,46.9,services.exe,520,2.5,0.10128668921674044
1740458177,7.8,46.9,Code.exe,4220,1.7,1.3783019146279938
1740458177,7.8,46.9,dwm.exe,8428,8.0,1.1354121773300654
1740458177,7.8,46.9,python.exe,14816,4.5,0.39617412990912737
1740458177,7.8,46.9,windows_exporter-0.30.2-amd64.exe,16012,2.5,0.20542720587559538
1740458183,1.4,46.7,System Idle Process,0,778.6,4.836995664600786e-05
1740458183,1.4,46.7,System,4,1.7,0.010447910635537698
1740458183,1.4,46.7,dwm.exe,8428,8.5,1.1354605472867116
1740458183,1.4,46.7,Code.exe,13332,1.2,0.6528976748078141
1740458183,1.4,46.7,python.exe,14816,4.2,0.39697223419378647
1740458189,2.5,46.6,System Idle Process,0,767.4,4.836995664600786e-05
1740458189,2.5,46.6,System,4,1.2,0.010447910635537698
1740458189,2.5,46.6,Code.exe,4220,14.2,1.2836660944500795
1740458189,2.5,46.6,dwm.exe,8428,7.9,1.1351945125251584
1740458189,2.5,46.6,python.exe,14816,4.5,0.3969964191721095
1740458189,2.5,46.6,Code.exe,15496,1.0,0.6633214004650287
1740458196,1.7,46.5,System Idle Process,0,773.0,4.836995664600786e-05
1740458196,1.7,46.5,System,4,2.0,0.010447910635537698
1740458196,1.7,46.5,services.exe,520,2.0,0.10007744030059026
1740458196,1.7,46.5,Code.exe,4220,2.0,1.2333129695815852
1740458196,1.7,46.5,dwm.exe,8428,9.0,1.1352912524384504
1740458196,1.7,46.5,python.exe,14816,4.2,0.3969964191721095
1740458196,1.7,46.5,Code.exe,15496,1.2,0.6673119218883244
1740458196,1.7,46.5,windows_exporter-0.30.2-amd64.exe,16012,1.7,0.2184387242133715
1740458202,1.6,46.6,System Idle Process,0,778.6,4.836995664600786e-05
1740458202,1.6,46.6,System,4,1.0,0.010447910635537698
1740458202,1.6,46.6,Code.exe,4220,1.5,1.2520079578252674
1740458202,1.6,46.6,mysqld.exe,6812,1.0,0.19135154849160707
1740458202,1.6,46.6,dwm.exe,8428,8.7,1.1352912524384504
1740458202,1.6,46.6,python.exe,14816,4.5,0.3970206041504325
1740458202,1.6,46.6,Code.exe,15496,1.0,0.6660301180372052
1740458208,34.3,47.4,System Idle Process,0,687.8,4.836995664600786e-05
1740458208,34.3,47.4,System,4,4.0,0.010447910635537698
1740458208,34.3,47.4,services.exe,520,2.7,0.09983559051736021
1740458208,34.3,47.4,SearchIndexer.exe,876,1.0,0.2742576541828645
1740458208,34.3,47.4,MsMpEng.exe,1008,6.9,2.048757883698309
1740458208,34.3,47.4,svchost.exe,1056,3.2,0.21072371612833324
1740458208,34.3,47.4,svchost.exe,1204,1.7,0.10614786985966423
1740458208,34.3,47.4,explorer.exe,3212,3.4,1.8673221763191332
1740458208,34.3,47.4,ctfmon.exe,3404,1.0,0.34320902738174874
1740458208,34.3,47.4,SearchHost.exe,4088,24.2,2.2604731839378855
1740458208,34.3,47.4,Code.exe,4220,5.7,1.2716945301801925
1740458208,34.3,47.4,Code.exe,5172,2.5,1.1251093765644657
1740458208,34.3,47.4,svchost.exe,5636,4.9,0.19870378190180027
1740458208,34.3,47.4,RuntimeBroker.exe,7928,1.0,0.2728065554834843
1740458208,34.3,47.4,svchost.exe,8144,1.0,0.1397166197719937
1740458208,34.3,47.4,dwm.exe,8428,15.3,1.237932300441279
1740458208,34.3,47.4,sihost.exe,8568,1.0,0.2610284710401814
1740458208,34.3,47.4,StartMenuExperienceHost.exe,12552,6.6,1.058939275872727
1740458208,34.3,47.4,RuntimeBroker.exe,13356,5.6,0.3649513228941293
1740458208,34.3,47.4,python.exe,14816,6.3,0.3970689741070785
1740458208,34.3,47.4,Code.exe,15496,1.0,0.6662961527987583
1740458208,34.3,47.4,windows_exporter-0.30.2-amd64.exe,16012,1.9,0.21072371612833324
1740458215,5.4,47.6,System Idle Process,0,698.2,4.836995664600786e-05
1740458215,5.4,47.6,System,4,3.2,0.010447910635537698
1740458215,5.4,47.6,services.exe,520,1.5,0.09959374073413019
1740458215,5.4,47.6,MsMpEng.exe,1008,5.8,2.0348031512059355
1740458215,5.4,47.6,chrome.exe,1776,2.2,1.1608305895475426
1740458215,5.4,47.6,explorer.exe,3212,2.9,1.8678542458422394
1740458215,5.4,47.6,chrome.exe,3956,1.4,0.30446469210829646
1740458215,5.4,47.6,SearchHost.exe,4088,2.1,2.148883693955545
1740458215,5.4,47.6,Code.exe,4220,5.3,1.3250465923607393
1740458215,5.4,47.6,Code.exe,5172,2.6,1.0728698233867773
1740458215,5.4,47.6,svchost.exe,5636,2.1,0.19169013818812916
1740458215,5.4,47.6,mysqld.exe,6812,1.2,0.19135154849160707
1740458215,5.4,47.6,dwm.exe,8428,12.5,1.2110627895244217
1740458215,5.4,47.6,python.exe,14816,10.1,0.3968271243238485
1740458215,5.4,47.6,Code.exe,15496,1.2,0.6688113905443507
1740458215,5.4,47.6,Taskmgr.exe,16340,28.0,1.0056839536054725
1740458221,6.5,47.5,System Idle Process,0,746.0,4.836995664600786e-05
1740458221,6.5,47.5,System,4,2.3,0.0104720956138607
1740458221,6.5,47.5,services.exe,520,2.3,0.10080298965028038
1740458221,6.5,47.5,MsMpEng.exe,1008,1.2,2.0351659258807806
1740458221,6.5,47.5,SearchHost.exe,4088,2.1,2.147432595256165
1740458221,6.5,47.5,Code.exe,4220,6.5,1.3341643291885117
1740458221,6.5,47.5,Code.exe,5172,5.1,1.1162093045416004
1740458221,6.5,47.5,dwm.exe,8428,13.5,1.2354896176306558
1740458221,6.5,47.5,python.exe,14816,10.0,0.3968754942804945
1740458221,6.5,47.5,Taskmgr.exe,16340,7.7,1.008948925679078
1740458228,4.5,47.2,System Idle Process,0,733.7,4.836995664600786e-05
1740458228,4.5,47.2,System,4,3.7,0.0104720956138607
1740458228,4.5,47.2,MsMpEng.exe,1008,2.8,2.0329892778317102
1740458228,4.5,47.2,explorer.exe,3212,1.4,1.8678542458422394
1740458228,4.5,47.2,Code.exe,4220,2.9,1.2691309224779541
1740458228,4.5,47.2,Code.exe,5172,4.8,1.1122187831183046
1740458228,4.5,47.2,dwm.exe,8428,12.3,1.1833226193879363
1740458228,4.5,47.2,Code.exe,10148,1.0,0.7913083057503656
1740458228,4.5,47.2,python.exe,14816,5.2,0.39716571402037054
1740458228,4.5,47.2,Code.exe,15496,1.0,0.6689323154359657
1740458228,4.5,47.2,Taskmgr.exe,16340,8.9,1.0107386140749801
1740458234,3.7,47.1,System Idle Process,0,755.1,4.836995664600786e-05
